Brand,Display,Battery,Camera_Score,RAM,ROM,Price
realme,6.6,5000.0,50.0,4.0,64.0,10943.0
LAVA,2.4,1000.0,3.0,32.0,24.0,1390.0
itel,1.8,1900.0,3.0,4.0,4.0,1279.0
itel,1.8,1900.0,3.0,4.0,4.0,1279.0
itel,1.8,2500.0,3.0,4.0,4.0,1325.0
Google,6.3,4270.0,80.0,8.0,128.0,55999.0
Google,6.3,4270.0,80.0,8.0,128.0,55999.0
POCO,6.18,4000.0,37.0,6.0,64.0,13489.0
MOTOROLA,6.55,4400.0,97.0,8.0,128.0,34999.0
POCO,6.67,5000.0,90.0,12.0,256.0,32999.0
Nokia,2.4,1200.0,2.0,6.0,16.0,3799.0
vivo,6.51,5000.0,23.0,3.0,64.0,11209.0
MarQ,2.4,3000.0,3.0,32.0,32.0,1599.0
REDMI,6.67,5000.0,76.0,8.0,256.0,26999.0
IQOO,6.68,5000.0,50.0,6.0,128.0,15399.0
I,2.4,2500.0,3.0,32.0,32.0,1139.0
itel,2.8,1500.0,4.0,8.0,8.0,1949.0
KARBONN,1.8,2502.0,2.0,64.0,32.0,1294.0
realme,6.5,5000.0,13.0,4.0,64.0,8499.0
KARBONN,1.8,2502.0,2.0,64.0,32.0,1294.0
realme,6.5,5000.0,13.0,4.0,64.0,8499.0
Kechaoda,2.4,1700.0,3.0,32.0,64.0,1259.0
SAMSUNG,6.6,5000.0,65.0,8.0,128.0,20999.0
Eunity,1.77,1000.0,3.0,16.0,16.0,642.0
Easyfone,2.8,2500.0,2.0,32.0,32.0,2749.0
Google,6.3,4270.0,80.0,8.0,128.0,55999.0
SAMSUNG,6.6,5000.0,58.0,6.0,128.0,17499.0
Kechaoda,1.44,850.0,3.0,32.0,32.0,1199.0
vivo,6.58,5000.0,68.0,8.0,128.0,19999.0
vivo,6.58,5000.0,68.0,4.0,128.0,17999.0
realme,6.5,6000.0,62.0,4.0,64.0,11499.0
vivo,6.44,4050.0,104.0,8.0,128.0,16988.0
vivo,6.51,5000.0,20.0,4.0,128.0,12989.0
MOTOROLA,6.6,5000.0,76.0,6.0,128.0,13999.0
vivo,6.38,4500.0,84.0,8.0,128.0,23999.0
Redmi,6.53,5000.0,13.0,2.0,32.0,7190.0
Redmi,6.53,5000.0,13.0,3.0,32.0,7990.0
vivo,6.38,4500.0,84.0,8.0,128.0,23999.0
SAMSUNG,6.6,5000.0,65.0,8.0,128.0,20999.0
REDMI,6.43,5000.0,50.0,4.0,64.0,12990.0
vivo,6.44,4500.0,124.0,8.0,128.0,27999.0
SAMSUNG,6.6,5000.0,74.0,8.0,256.0,32999.0
Infinix,6.7,5000.0,68.0,6.0,64.0,14999.0
KARBONN,2.4,1800.0,2.0,32.0,32.0,1389.0
MOTOROLA,6.47,5000.0,76.0,4.0,64.0,13999.0
KARBONN,2.4,2500.0,3.0,52.0,32.0,1410.0
SAMSUNG,6.6,5000.0,74.0,8.0,128.0,30999.0
SAMSUNG,6.4,4500.0,64.0,8.0,128.0,32999.0
SAREGAMA,1.8,12.0,800.0,32.0,1.0,1750.0
KARBONN,2.4,1800.0,3.0,32.0,32.0,1390.0
Kechaoda,1.44,850.0,3.0,32.0,32.0,1199.0
REDMI,6.6,5000.0,50.0,8.0,128.0,19397.0
GFive,2.4,3000.0,3.0,32.0,64.0,1099.0
itel,1.8,2500.0,3.0,4.0,4.0,1325.0
vivo,6.44,4500.0,124.0,8.0,128.0,27999.0
vivo,6.51,5000.0,20.0,3.0,32.0,10989.0
vivo,6.51,5000.0,20.0,3.0,32.0,10989.0
realme,6.57,4200.0,122.0,12.0,256.0,17999.0
OPPO,6.43,4500.0,64.0,8.0,128.0,20999.0
REDMI,6.43,5000.0,108.0,6.0,128.0,16990.0
Eunity,1.77,1000.0,3.0,16.0,16.0,649.0
Cellecor,2.4,2750.0,8.0,32.0,32.0,1396.0
Micromax,2.4,1000.0,3.0,32.0,32.0,1199.0
Kechaoda,1.4,800.0,3.0,32.0,32.0,1125.0
Vox,1.8,800.0,3.0,32.0,32.0,704.0
Micromax,2.4,1000.0,3.0,32.0,32.0,1110.0
Infinix,6.82,6000.0,21.0,4.0,64.0,8999.0
Kechaoda,2.4,1700.0,3.0,32.0,64.0,1260.0
Kechaoda,2.4,1700.0,3.0,32.0,64.0,1255.0
vivo,6.44,4200.0,132.0,8.0,128.0,29990.0
OnePlus,6.55,4300.0,66.0,12.0,256.0,38920.0
vivo,6.22,4030.0,18.0,3.0,32.0,9387.0
OnePlus,6.55,4300.0,64.0,6.0,128.0,29790.0
OnePlus,6.44,4115.0,96.0,8.0,128.0,24999.0
OPPO,6.56,5000.0,60.0,8.0,128.0,16499.0
Nokia,5.45,3000.0,7.0,2.0,16.0,5799.0
POCO,6.43,5000.0,90.0,6.0,128.0,16499.0
Cellecor,1.8,1000.0,8.0,32.0,32.0,1099.0
Nokia,2.8,1450.0,3.0,0.0,0.0,4699.0
REDMI,6.53,5000.0,13.0,6.0,128.0,10890.0
REDMI,6.53,5000.0,13.0,6.0,128.0,10548.0
Micromax,1.77,1000.0,3.0,32.0,32.0,1059.0
itel,5.0,3020.0,2.0,2.0,32.0,4710.0
realme,6.62,5000.0,76.0,12.0,256.0,32299.0
SAMSUNG,6.4,5000.0,99.0,8.0,256.0,40999.0
Nokia,5.45,3000.0,7.0,2.0,32.0,6299.0
vivo,6.58,5000.0,70.0,8.0,128.0,16990.0
vivo,6.58,5000.0,68.0,4.0,128.0,17999.0
realme,6.72,5000.0,64.0,4.0,64.0,11490.0
realme,6.6,5000.0,50.0,4.0,128.0,12599.0
LAVA,2.4,1000.0,3.0,32.0,24.0,1563.0
itel,1.8,1900.0,3.0,4.0,4.0,1279.0
MarQ,2.4,3000.0,3.0,32.0,32.0,1599.0
MarQ,2.4,3000.0,3.0,32.0,32.0,1599.0
Nokia,1.77,800.0,1.0,4.0,4.0,1740.0
Cellecor,1.8,1000.0,3.0,32.0,32.0,1159.0
REDMI,6.43,5000.0,89.0,6.0,128.0,16499.0
realme,6.57,4200.0,122.0,12.0,256.0,17999.0
vivo,6.44,4200.0,132.0,8.0,128.0,31989.0
APPLE,6.1,13.0,36.0,6.0,64.0,41199.0
vivo,6.44,4700.0,90.0,8.0,128.0,24999.0
vivo,6.44,4700.0,90.0,6.0,128.0,23999.0
Infinix,6.52,5000.0,16.0,2.0,32.0,7199.0
Cellecor,2.4,2750.0,8.0,32.0,32.0,1392.0
SAMSUNG,6.6,5000.0,68.0,4.0,128.0,15999.0
Nokia,1.77,800.0,8.0,4.0,4.0,1899.0
POCO,6.53,5000.0,22.0,4.0,64.0,8999.0
Cellecor,2.4,2750.0,8.0,32.0,32.0,1392.0
Nokia,1.77,800.0,8.0,4.0,4.0,1899.0
POCO,6.53,5000.0,22.0,4.0,64.0,8999.0
IQOO,6.68,5000.0,50.0,4.0,64.0,14290.0
I,1.8,1000.0,3.0,32.0,32.0,744.0
KARBONN,2.4,1800.0,3.0,32.0,32.0,1290.0
LAVA,2.4,1750.0,3.0,32.0,24.0,1649.0
MOTOROLA,6.5,5000.0,26.0,4.0,64.0,8940.0
vivo,6.44,4700.0,90.0,8.0,128.0,24999.0
Tecno,6.56,5000.0,18.0,4.0,64.0,8288.0
POCO,6.53,5000.0,22.0,3.0,32.0,8499.0
Infinix,6.6,5000.0,58.0,6.0,64.0,9999.0
SAMSUNG,6.6,5000.0,58.0,6.0,128.0,17499.0
REDMI,6.53,5000.0,18.0,4.0,64.0,8999.0
REDMI,6.53,5020.0,73.0,6.0,128.0,14999.0
MOTOROLA,6.67,4610.0,322.0,12.0,256.0,49999.0
Cellecor,2.4,2750.0,8.0,32.0,32.0,1303.0
vivo,6.58,5000.0,68.0,8.0,128.0,19979.0
LAVA,2.8,1700.0,4.0,24.0,32.0,1740.0
SAMSUNG,6.7,5000.0,108.0,6.0,128.0,23390.0
REDMI,6.67,5020.0,48.0,6.0,128.0,14385.0
Micromax,2.4,1000.0,3.0,32.0,32.0,1250.0
APPLE,6.7,156.0,36.0,6.0,128.0,80999.0
vivo,6.56,4830.0,106.0,12.0,256.0,30874.0
KARBONN,2.4,2500.0,3.0,64.0,32.0,1420.0
Infinix,6.6,5000.0,58.0,8.0,128.0,12999.0
vivo,6.56,4830.0,106.0,8.0,128.0,35999.0
Infinix,6.6,5200.0,21.0,4.0,64.0,9999.0
Infinix,6.6,5200.0,21.0,4.0,64.0,9999.0
Infinix,6.7,5000.0,126.0,8.0,256.0,16999.0
GFive,1.8,1000.0,3.0,32.0,64.0,699.0
Infinix,6.7,5000.0,126.0,8.0,256.0,16999.0
vivo,6.44,4700.0,90.0,6.0,128.0,23999.0
Tecno,6.9,7000.0,62.0,6.0,128.0,13999.0
REDMI,6.71,5000.0,55.0,6.0,128.0,10799.0
LAVA,6.517,5000.0,23.0,3.0,32.0,7999.0
Infinix,6.6,5000.0,58.0,6.0,64.0,9999.0
Infinix,6.6,5000.0,58.0,6.0,64.0,9999.0
Infinix,6.6,5000.0,58.0,6.0,64.0,9999.0
realme,6.5,6000.0,62.0,4.0,128.0,11762.0
LAVA,2.8,2575.0,2.0,4.0,4.0,1799.0
REDMI,6.6,5000.0,50.0,6.0,128.0,18990.0
REDMI,6.6,5000.0,50.0,8.0,128.0,18999.0
Infinix,6.95,5000.0,70.0,8.0,128.0,15999.0
GREENBERRI,1.44,800.0,2.0,32.0,32.0,1199.0
itel,6.6,6000.0,13.0,4.0,64.0,7499.0
itel,2.4,2500.0,3.0,8.0,8.0,1489.0
itel,2.4,2500.0,3.0,8.0,8.0,1489.0
Kechaoda,1.68,800.0,0.0,32.0,32.0,1149.0
vivo,6.44,4500.0,124.0,12.0,256.0,29418.0
Cellecor,1.8,1000.0,3.0,32.0,32.0,1183.0
vivo,6.56,4830.0,106.0,12.0,256.0,33367.0
MOTOROLA,6.4,5000.0,73.0,4.0,64.0,11999.0
Cellecor,1.8,2750.0,8.0,32.0,32.0,1325.0
GFive,1.8,950.0,3.0,32.0,64.0,1399.0
SAMSUNG,6.4,5000.0,99.0,8.0,256.0,40999.0
realme,6.5,5000.0,13.0,2.0,32.0,7499.0
vivo,6.58,5000.0,62.0,4.0,128.0,15499.0
REDMI,6.6,5080.0,90.0,8.0,256.0,29990.0
Tecno,6.56,5000.0,18.0,3.0,32.0,7280.0
APPLE,6.7,156.0,36.0,6.0,128.0,80999.0
Tecno,6.56,5000.0,13.0,4.0,64.0,8999.0
IQOO,6.78,5000.0,64.0,12.0,256.0,34688.0
MTR,2.4,3000.0,3.0,32.0,32.0,1050.0
itel,1.8,2500.0,3.0,4.0,4.0,1389.0
realme,6.5,5000.0,68.0,4.0,64.0,13499.0
realme,6.5,5000.0,68.0,4.0,64.0,13499.0
APPLE,6.7,156.0,36.0,6.0,128.0,80999.0
vivo,6.38,4500.0,84.0,8.0,128.0,23999.0
vivo,6.38,4500.0,84.0,8.0,128.0,23999.0
SAMSUNG,6.6,5000.0,58.0,6.0,128.0,17499.0
Kechaoda,3.5,2500.0,3.0,32.0,64.0,1499.0
realme,6.5,5000.0,13.0,4.0,64.0,8460.0
SAMSUNG,6.5,5000.0,57.0,4.0,128.0,12999.0
OPPO,6.43,4500.0,102.0,8.0,128.0,20890.0
Jmax,1.8,1050.0,3.0,32.0,32.0,719.0
Cellecor,1.77,2000.0,8.0,32.0,32.0,1299.0
APPLE,6.1,14.0,36.0,6.0,64.0,53999.0
SAMSUNG,6.6,5000.0,67.0,6.0,128.0,16499.0
Nokia,6.517,5000.0,62.0,4.0,64.0,9790.0
KARBONN,1.8,2500.0,3.0,32.0,32.0,1309.0
I,1.77,1000.0,3.0,32.0,32.0,799.0
SAMSUNG,6.5,5000.0,20.0,3.0,64.0,9999.0
SAMSUNG,6.1,3900.0,84.0,8.0,256.0,79999.0
LAVA,5.0,3100.0,7.0,2.0,32.0,5998.0
Tecno,6.6,5000.0,58.0,4.0,64.0,9990.0
ANGAGE,1.77,1100.0,3.0,64.0,64.0,699.0
SAMSUNG,6.4,5000.0,99.0,8.0,128.0,38999.0
OPPO,6.56,5000.0,60.0,4.0,128.0,15999.0
